comment_id,label,raw_text,bert,svm
UgxDAhN_LyzFEn493zt4AaABAg,Positif,Andi azwan org nya ngeyel... sdh jelas yg asli ga dilihatkan takut ketahuan palsu nya haha..,andi azwan org nya ngeyel... sdh jelas yg asli ga dilihatkan takut ketahuan palsu nya haha..,andi azwan orang ngeyel jelas asli tidak lihat takut tahu palsu
UgxDcWlBxYfj4kanQOF4AaABAg,Positif,"Drama penuh kepalsuan
Ssuatu yg sgt simple dibikin ribet.tinggal tunjukin kan udaah slese ga brlarut².smgt roy suryo RG dan tmn².semoga kebenaran segera trungkap.",drama penuh kepalsuan ssuatu yg sgt simple dibikin ribet.tinggal tunjukin kan udaah slese ga brlarut².smgt roy suryo rg dan tmn².semoga kebenaran segera trungkap.,drama penuh palsu ssuatu simple bikin ribet tinggal tunjukin udaah slese tidak brlarut semangat roy suryo rg tmn moga benar segera trungkap
UgxIMW2cDMu6WsHOQXF4AaABAg,Positif,"Tandai kata2 saya bahwasaannya jokowi dan keluarganya akan di penjara seumur hidup/mati dan di miskinkan karna ijazahnya palsu serta sudah jadi koruptor nomer satu di dunia dan pembohong publik rakyat Indonesia dengan mobil esemkanya dan banyak lagi kasus2 lainnya yang belum di proses hukum,,","tandai kata2 saya bahwasaannya jokowi dan keluarganya akan di penjara seumur hidup mati dan di miskinkan karna ijazahnya palsu serta sudah jadi koruptor nomer satu di dunia dan pembohong publik rakyat indonesia dengan mobil esemkanya dan banyak lagi kasus2 lainnya yang belum di proses hukum,,",tanda kata bahwasaannya jokowi keluarga penjara umur hidup mati miskin ijazah palsu serta jadi koruptor nomer dunia bohong publik rakyat indonesia mobil esemkanya banyak kasus lain belum proses hukum
UgxMp-5JOmR-xtMXXE54AaABAg,Positif,Betul...tunjukkan saja pak jokowi...izajah nya...,betul...tunjukkan saja pak jokowi...izajah nya...,betul tunjuk pak jokowi ijazah
UgxUeasbWC-a8xxyp-F4AaABAg,Positif,Andi azwan telah membohongi publik ijazah yang katanya scan nan punya jokowi eh Ternyata dari foto dian sandi PARAHHHH,andi azwan telah membohongi publik ijazah yang katanya scan nan punya jokowi eh ternyata dari foto dian sandi parahhhh,andi azwan bohong publik ijazah kata scan nan punya jokowi eh nyata foto dian sandi parahhhh
UgxX8_CjypBQYuS2Pml4AaABAg,Positif,"Ini termul mati-matian klaim ijazah Jokowi asli tapi sampai detik ini Jokowi tidak pernah menunjukkan ijazahnya padahal rakyat menunggu Jokowi mau menunjukkan ke publik biar clear polemik ini tapi faktanya belum jadi wajar jika rakyat meragukan keaslian ijazahnya....
Ayolah pak bapak sudah sakit-sakitan mending jujur sebelum ajal menjemput, bapak mantan presiden lho ......","ini termul mati-matian klaim ijazah jokowi asli tapi sampai detik ini jokowi tidak pernah menunjukkan ijazahnya padahal rakyat menunggu jokowi mau menunjukkan ke publik biar clear polemik ini tapi faktanya belum jadi wajar jika rakyat meragukan keaslian ijazahnya.... ayolah pak bapak sudah sakit-sakitan mending jujur sebelum ajal menjemput, bapak mantan presiden lho ......",termul mati mati klaim ijazah jokowi asli sampai detik jokowi tidak tunjuk ijazah padahal rakyat tunggu jokowi mau tunjuk publik biar clear polemik fakta belum jadi wajar rakyat ragu asli ijazah ayo pak bapak sakit sakit mending jujur ajal jemput bapak mantan presiden lho
UgxY_BMIRW-pYvK01FB4AaABAg,Positif,Pengacara Mulyono melintir melintir cari akal .padahal di htnya dia taumulyono itu pembohong .ga sekolah .UGM itu udah di seting bro sama Lo .,pengacara mulyono melintir melintir cari akal .padahal di htnya dia taumulyono itu pembohong .ga sekolah .ugm itu udah di seting bro sama lo .,acara mulyono melintir melintir cari akal padahal htnya taumulyono bohong tidak sekolah ugm seting
Ugxc0c0yu3LgUAalI6l4AaABAg,Positif,"Buat bapa irjen pol aryanto anda sebagai penasihat ahli kapolri 

Meski kami rakyat biasa tapi dari stetmen anda kami menyimpulkan bahwa anda perpihak pada satu sisi itu sangat miris menurut kami

Padahal anda sendiri yg bilng masalah ini simple tidak harus jadi 2 kubu klo memng simple knapa dari dulu jokowi tidak menunjukan ijasahnya !

Anda sebagai penasihat ahli kapolri harusnya anda itu penjadi penengah dalam membuat stetmen tapi kami menilai di sini anda menyudutkan sudut lain",buat bapa irjen pol aryanto anda sebagai penasihat ahli kapolri meski kami rakyat biasa tapi dari stetmen anda kami menyimpulkan bahwa anda perpihak pada satu sisi itu sangat miris menurut kami padahal anda sendiri yg bilng masalah ini simple tidak harus jadi 2 kubu klo memng simple knapa dari dulu jokowi tidak menunjukan ijasahnya ! anda sebagai penasihat ahli kapolri harusnya anda itu penjadi penengah dalam membuat stetmen tapi kami menilai di sini anda menyudutkan sudut lain,bapa irjen pol aryanto bagai nasihat ahli kapolri meski rakyat biasa stetmen simpul bahwa pihak sisi miris turut padahal sendiri bilng masalah simple tidak harus jadi kubu kalau memng simple knapa dulu jokowi tidak tunjuk ijasahnya bagai nasihat ahli kapolri harus jadi tengah buat stetmen nilai sini sudut sudut
Ugxet6jNjPC3bNC7Cfx4AaABAg,Positif,"Terimakasih Bang Roy dan kawan kawan, sudah teguh dan tegas dalam melawan kebohongan kelompok si ijazah palsu","terimakasih bang roy dan kawan kawan, sudah teguh dan tegas dalam melawan kebohongan kelompok si ijazah palsu",terimakasih roy kawan kawan teguh tegas lawan bohong kelompok ijazah palsu
UgxhXa2xhni8KvswdIZ4AaABAg,Netral,udah tau lahh dikasih amplop berapa,udah tau lahh dikasih amplop berapa,tahu lahh kasih amplop berapa
UgxjUdgDpZBox1fgzHp4AaABAg,Positif,😂😂😂 ijazahnya palsu jasanya 10th asli😂😂😂,ijazahnya palsu jasanya 10th asli,ijazah palsu jasa th asli
UgxkORAm3sFPKuWeKYF4AaABAg,Positif,"Jika benar punya ijazah asli yang diperoleh malalui proses yang benar, kenapa pemilik ijazah palsu ini tidak tunjukkan karakternya sebagai seorang sarjana berilmu","jika benar punya ijazah asli yang diperoleh malalui proses yang benar, kenapa pemilik ijazah palsu ini tidak tunjukkan karakternya sebagai seorang sarjana berilmu",benar punya ijazah asli oleh malalui proses benar kenapa milik ijazah palsu tidak tunjuk karakter bagai orang sarjana beril
Ugxt_lZQ9ozGZzQasvd4AaABAg,Positif,"Males banget ngikutin dialog sepihak yg seperti ini... 
Jelaskan semula titel Drs. Kok sekarang sdh diganti Ir. 
Masuk akal ga ini jg kekeliruan UGM kasih titel...??????",males banget ngikutin dialog sepihak yg seperti ini... jelaskan semula titel drs. kok sekarang sdh diganti ir. masuk akal ga ini jg kekeliruan ugm kasih titel...??????,males ngikutin dialog pihak seperti jelas mula titel drs sekarang ganti ir masuk akal tidak keliru ugm kasih titel
UgxutKmaQrwwy7D6gZZ4AaABAg,Positif,"Saya tdk percaya mantan punya Ijasah Asli, klo mmg punya Ijasah Asli kenapa tdk ditunjukkan jauh² hari❓❓❓Maaf ini pendapat saya‼️","saya tdk percaya mantan punya ijasah asli, klo mmg punya ijasah asli kenapa tdk ditunjukkan jauh² hari maaf ini pendapat saya",tidak percaya mantan punya ijazah asli kalau mmg punya ijazah asli kenapa tidak tunjuk jauh hari maaf dapat
UgxvBeujWvlcxE8-Kpd4AaABAg,Positif,"SAYA JADI BERFIKIR, APAKAH MUNGKIN ..IJAZAH JOKOWI LAGI DI GARAP SEDEMIKIAN RUPA, BIAR BENER2 KELIHATAN ""ASLI"" SAMPAI WAKTUNYA DITUNJUKKAN KE PUBLIK ..? 🤔","saya jadi berfikir, apakah mungkin ..ijazah jokowi lagi di garap sedemikian rupa, biar bener2 kelihatan ""asli"" sampai waktunya ditunjukkan ke publik ..?",jadi berfikir apakah mungkin ijazah jokowi garap demikian rupa biar benar lihat asli sampai waktu tunjuk publik
Ugxw6AsqbUGUqOyrYdB4AaABAg,Positif,Mana publik percaya kamu yakup  ngomong aja berbelit tidak idak nyambung luh bela izasah palsu buktikan,mana publik percaya kamu yakup ngomong aja berbelit tidak idak nyambung luh bela izasah palsu buktikan,mana publik percaya yakup ngomong belit tidak idak nyambung luh bela izasah palsu bukti
Ugxzy7b1eOkT0-1ze3h4AaABAg,Positif,"Terus cari undang undang untuk membenarkan diri Jokowi udah sekacau ini dari berapa tahun Maslah ijazah blum beres,data pribadi data pribadi tai,lu itu di pilih oleh rakyat, enak banget si Jokowi jadi persiden ga pake ijazah,kita aja yang kerja harus pake ijazah, ingat di dunia ini tidak ada yang abadi","terus cari undang undang untuk membenarkan diri jokowi udah sekacau ini dari berapa tahun maslah ijazah blum beres,data pribadi data pribadi tai,lu itu di pilih oleh rakyat, enak banget si jokowi jadi persiden ga pake ijazah,kita aja yang kerja harus pake ijazah, ingat di dunia ini tidak ada yang abadi",terus cari undang undang benar diri jokowi kacau berapa tahun mas ijazah blum beres data pribadi data pribadi tai pilih rakyat enak jokowi jadi persiden tidak pake ijazah kerja harus pake ijazah ingat dunia tidak abadi
Ugy3yd0l0Jt6hQnkXop4AaABAg,Positif,Bohong oh pembohong mulyono,bohong oh pembohong mulyono,bohong oh bohong mulyono
Ugy5NsZLMTmrv3niSAt4AaABAg,Positif,Emang palsu gimana mau di tunjukin😂 jokowi jokowi😂,emang palsu gimana mau di tunjukin jokowi jokowi,memang palsu mau tunjukin jokowi jokowi
Ugy8uHABxyTzFm5uXZl4AaABAg,Positif,"Satu persatu kebusukan pak de udah mulai terbongkarrrrrrrr......kalau penipu itu gayanya pasti selow tapi ular jalanya melingkar diputar putar dulu padahal simpel tinggal tunjukan ,tapi apa kan saya udah kebongkar para suhu suhu UGm udah bongkarrrr kebohongan Jokowi....asli dari uGM sendiri...penipu untuk apa dibela bela hanya penjilat lah jadi pendukung kebohongan","satu persatu kebusukan pak de udah mulai terbongkarrrrrrrr......kalau penipu itu gayanya pasti selow tapi ular jalanya melingkar diputar putar dulu padahal simpel tinggal tunjukan ,tapi apa kan saya udah kebongkar para suhu suhu ugm udah bongkarrrr kebohongan jokowi....asli dari ugm sendiri...penipu untuk apa dibela bela hanya penjilat lah jadi pendukung kebohongan",satu busuk pak de mulai terbongkarrrrrrrr kalau tipu gaya pasti selow ular jala lingkar putar putar dulu padahal simpel tinggal tunjuk bongkar para suhu suhu ugm bongkarrrr bohong jokowi asli ugm sendiri tipu bela bela hanya jilat jadi dukung bohong
UgyAdS3vWIiZi6-fUeB4AaABAg,Positif,"Prof. Dr. Ir. H. Achmad Sumitro Purwodipoero was born in Jakarta, 2 December 1935. In his career he became Dean of Faculty of Forestry UGM for three periods in a row from 1977-1988. So, Roy Suryo is right🎉","prof. dr. ir. h. achmad sumitro purwodipoero was born in jakarta, 2 december 1935. in his career he became dean of faculty of forestry ugm for three periods in a row from 1977-1988. so, roy suryo is right",prof ir achmad sumitro purwodipoero was born in jakarta december in his career he became dean of faculty of forestry ugm for three periods in row from so roy suryo is right
UgyES7QWwNZONkPwktJ4AaABAg,Netral,"Terlambat sudah Pak Jokowi melihatkan  IjazahMu, biarpun ASLI  sudah terlanjur Masyarakat tidak Percaya dgn Sejuta Alasan Pak Jokowi,
SALAM WARAS.","terlambat sudah pak jokowi melihatkan ijazahmu, biarpun asli sudah terlanjur masyarakat tidak percaya dgn sejuta alasan pak jokowi, salam waras.",lambat pak jokowi lihat ijazah biarpun asli lanjur masyarakat tidak percaya juta alas pak jokowi salam waras
UgyFyISmzSQnFewbwU94AaABAg,Positif,Jelas jelas fotonya beda..,jelas jelas fotonya beda..,jelas jelas foto beda
UgyJW11nIpHPmQcZ9s94AaABAg,Positif,"Andi masih ngotot ijazah Joko Widodo asli sudah jelas banyak kejanggalan yg keasliannya berdasarkan penelitian RRT, Allohu akbar.","andi masih ngotot ijazah joko widodo asli sudah jelas banyak kejanggalan yg keasliannya berdasarkan penelitian rrt, allohu akbar.",andi ngotot ijazah joko widodo asli jelas banyak janggal asli dasar teliti rrt allohu akbar
Ugybi7nrfbmQxSRjxhR4AaABAg,Positif,Klo asli ga usah banyak cerita mas bro tunjukin beres,klo asli ga usah banyak cerita mas bro tunjukin beres,kalau asli tidak usah banyak cerita mas tunjukin beres
UgyhMpXmDZZED-r4nvN4AaABAg,Positif,"3 orang yg katanya akademisi, mendadak jadi bego alias bodoh. Kalo memberi pernyataan dan keterangan harus dgn tanda bukti sistemik dan traceable..jgn pake congor aja..Prof Ova kok jadi pembohong kau","3 orang yg katanya akademisi, mendadak jadi bego alias bodoh. kalo memberi pernyataan dan keterangan harus dgn tanda bukti sistemik dan traceable..jgn pake congor aja..prof ova kok jadi pembohong kau",orang kata akademisi dadak jadi bego alias bodoh kalau beri nyata terang harus tanda bukti sistemik traceable jangan pake congor prof ova jadi bohong kau
UgyiGRbYNojZTQE69uB4AaABAg,Positif,"Halaman pengesahan skripsi slalu ada di halaman sesudah halaman judul n sblm halaman kata pengantar.
Gk ada sejarahna halaman pengesahan ditaruh di bagian belakang skripsi.
Lawak bgt itu yg ngmg halaman pengesahan bisa ditaruh di belakang..
Selawak rambutna.. 😂😂😂😂😂😂😂😂.",halaman pengesahan skripsi slalu ada di halaman sesudah halaman judul n sblm halaman kata pengantar. gk ada sejarahna halaman pengesahan ditaruh di bagian belakang skripsi. lawak bgt itu yg ngmg halaman pengesahan bisa ditaruh di belakang.. selawak rambutna.. .,halaman kesah skripsi halaman sudah halaman judul sblm halaman kata antar tidak sejarahna halaman kesah taruh bagi belakang skripsi lawak ngmg halaman kesah taruh belakang lawak rambutna
UgymfyNSmP3Piq5R7O94AaABAg,Positif,Ai ugm si Lisa saja mengakui ijazah jokowi palsu😂😂😂,ai ugm si lisa saja mengakui ijazah jokowi palsu,ai ugm lisa aku ijazah jokowi palsu
UgynKFWUhAyKfk7IQa54AaABAg,Positif,Rakyat Indonesia ingin ada kepastian ijazah sijokowi harus di buka terang benderang karena sijokowi udah merusak hukum Indonesia yg jelas jelas photo nya beda😂,rakyat indonesia ingin ada kepastian ijazah sijokowi harus di buka terang benderang karena sijokowi udah merusak hukum indonesia yg jelas jelas photo nya beda,rakyat indonesia ingin pasti ijazah sijokowi harus buka terang benderang sijokowi rusak hukum indonesia jelas jelas photo beda
UgyntiEmWc3P1LD0ENh4AaABAg,Positif,JUJUR  BU  JANGAN  SEKOMGKOL  MENUTUPI  KEBOHONGAN,jujur bu jangan sekomgkol menutupi kebohongan,jujur bu jangan sekomgkol tutup bohong
UgyrqzAvYIBSH-e3i4l4AaABAg,Positif,"Hrsnya mudah, kl benar asli tinggal tunjukkan dan di teliti tim independen!
Tak perlu drama berjilid2!","hrsnya mudah, kl benar asli tinggal tunjukkan dan di teliti tim independen! tak perlu drama berjilid2!",hrsnya mudah kalau benar asli tinggal tunjuk teliti tim independen tidak perlu drama jilid
Ugys61cOEFMXZ7P83BN4AaABAg,Positif,"Mana ada asli ijazah di Scene,,,,ijazah asli tidak ada,,","mana ada asli ijazah di scene,,,,ijazah asli tidak ada,,",mana asli ijazah scene ijazah asli tidak
UgyvwyLdaFKdGWleBKh4AaABAg,Positif,"kalau terbukti palsu ijazahnya, ancaman pidananya apa? semoga hakim lebih tegas 3x lipat hukumannya!","kalau terbukti palsu ijazahnya, ancaman pidananya apa? semoga hakim lebih tegas 3x lipat hukumannya!",kalau bukti palsu ijazah ancam pidana moga hakim tegas lipat hukum
Ugyx9P_DwRTyDt_PU1J4AaABAg,Positif,Ngomong doang..palsu,ngomong doang..palsu,ngomong palsu
UgyyoCHvKa1FyHZRXfB4AaABAg,Positif,Semoga PARA PENDUSTA pembela ijazah PALSU KUALAT 777 TURUNAN karena kelihatan sekali MAKAN UANG HARAM.,semoga para pendusta pembela ijazah palsu kualat 777 turunan karena kelihatan sekali makan uang haram.,moga para dusta bela ijazah palsu kualat turun lihat makan uang haram
UgyzAKkdK5Bj_1uu6Mp4AaABAg,Positif,"Ijazah udah ada tapi gak boleh dipegang. Itu sama halnya dengan barang bukti berupa uang PALSU yg gak boleh dipegang, diraba, & diterawang sehingga orang² percaya bahwa itu uang ASLI. Ini logikanya dimana?. 😂","ijazah udah ada tapi gak boleh dipegang. itu sama halnya dengan barang bukti berupa uang palsu yg gak boleh dipegang, diraba, diterawang sehingga orang² percaya bahwa itu uang asli. ini logikanya dimana?.",ijazah tidak boleh pegang hal barang bukti upa uang palsu tidak boleh pegang raba terawang sehingga orang percaya bahwa uang asli logika mana
Ugz5yQakctfbB4IYCu94AaABAg,Positif,"Sepandai pandai menyimpan barang busuk suatu saat akan ketahuan. Sepertinya ijazah palsu SDH puluh tahun di tutupi, tapi akhir nya ada titik terang akan ketahuan.","sepandai pandai menyimpan barang busuk suatu saat akan ketahuan. sepertinya ijazah palsu sdh puluh tahun di tutupi, tapi akhir nya ada titik terang akan ketahuan.",pandai pandai simpan barang busuk suatu tahu seperti ijazah palsu puluh tahun tutup akhir titik terang tahu
Ugz8xIakFEcPSbu2bId4AaABAg,Positif,Aiman harusnya ngundang orang ini . Termule harus diajak debat ... Semakin jelas bohoooooooooonya😊,aiman harusnya ngundang orang ini . termule harus diajak debat ... semakin jelas bohoooooooooonya,aiman harus ngundang orang termule harus ajak debat makin jelas bohoooooooooonya
Ugz9HgYaXjUpngzGCn54AaABAg,Positif,"Apa iya cuman di tunjukan doang harus percaya asli? Hahaaaa kirain mereka anak TK kali yeh,,,, bikinan pasar pramuka di bilang asli,, uji kertas dan tinta,,, di buat tahun berapa? Itu pokok pengunian ijazah jokowi asli atau palsu karena keluaran tahun 85.
Kalo keluaran tahun 2025 gak bakalan bisa di uni kertas dan tinta.","apa iya cuman di tunjukan doang harus percaya asli? hahaaaa kirain mereka anak tk kali yeh,,,, bikinan pasar pramuka di bilang asli,, uji kertas dan tinta,,, di buat tahun berapa? itu pokok pengunian ijazah jokowi asli atau palsu karena keluaran tahun 85. kalo keluaran tahun 2025 gak bakalan bisa di uni kertas dan tinta.",cuman tunjuk harus percaya asli hahaaaa kirain anak tk kali yeh bikin pasar pramuka bilang asli uji kertas tinta tahun berapa pokok uni ijazah jokowi asli palsu keluar tahun kalau keluar tahun tidak bakal uni kertas tinta
UgzDFWfnHFjTq8D_qGF4AaABAg,Positif,Ya benar kang photo copy. Yang di teliti oleh Roy Surya soalnya aslinya di umpeti sampai sekarang gimana sih komentar si mas ini,ya benar kang photo copy. yang di teliti oleh roy surya soalnya aslinya di umpeti sampai sekarang gimana sih komentar si mas ini,benar kang photo copy teliti roy surya soal asli umpet sampai sekarang komentar mas
UgzF6SqFAR2ooXeOlEZ4AaABAg,Positif,Rumit amat..bahas legal standing..KLO benar ada ijazah asli..tinggal tunjuk aja pak...😂😂😂,rumit amat..bahas legal standing..klo benar ada ijazah asli..tinggal tunjuk aja pak...,rumit bahas legal standing kalau benar ijazah asli tinggal tunjuk pak
UgzLcXTZs8CY1k52td14AaABAg,Positif,Berawal dari lurah yg byk beli ijazah di instut tertentu.sdh lah jokow mau gimana juga rakyat sdh tahu.😂😂kertas di ributin.buktinyata si jokowi blepotan😂😂.,berawal dari lurah yg byk beli ijazah di instut tertentu.sdh lah jokow mau gimana juga rakyat sdh tahu. kertas di ributin.buktinyata si jokowi blepotan .,awal lurah byk beli ijazah instut tentu jokow mau rakyat tahu kertas ributin buktinyata jokowi blepot
UgzQAUX60YoGyYpk8K14AaABAg,Positif,"KAPAN IJAZAH ASLINYA JOKOWI DITUNJUKKAN PADA HALAYAK BRO.., ITU YG DITUNGGU-TUNGGU ...","kapan ijazah aslinya jokowi ditunjukkan pada halayak bro.., itu yg ditunggu-tunggu ...",kapan ijazah asli jokowi tunjuk halayak tunggu tunggu
UgzVMnjP2tRhyTBBS154AaABAg,Positif,Palsu tunjukan dong jangan asumsi congor,palsu tunjukan dong jangan asumsi congor,palsu tunjuk jangan asumsi congor
UgzaN5XaazV15vZuN1x4AaABAg,Positif,"Maling motor barang bukti yang ditahan motor hasil curian, bukan foto atau photocopy motor 
Begal yg ditahan sajamnya bukan foto atau photocopy sajamnya
Kasus narkoba yang ditahan narkobanya bukan foto /photocopy narkoba 

Kasus isi koq bisa ya yang disita barang buktinya PHOTOCOPY 

Jadi besok2 kalau ada razia kasih SIM & STNK PHOTOCOPY saja ya 

Kan pak polisi yang mengajarkan dan memberi contoh kepada kami, bahwa asli & photocopy sama kuat bisa jadi barang bukti","maling motor barang bukti yang ditahan motor hasil curian, bukan foto atau photocopy motor begal yg ditahan sajamnya bukan foto atau photocopy sajamnya kasus narkoba yang ditahan narkobanya bukan foto photocopy narkoba kasus isi koq bisa ya yang disita barang buktinya photocopy jadi besok2 kalau ada razia kasih sim stnk photocopy saja ya kan pak polisi yang mengajarkan dan memberi contoh kepada kami, bahwa asli photocopy sama kuat bisa jadi barang bukti",maling motor barang bukti tahan motor hasil curi bukan foto photocopy motor begal tahan sajamnya bukan foto photocopy sajamnya kasus narkoba tahan narkobanya bukan foto photocopy narkoba kasus isi koq sita barang bukti photocopy jadi besok kalau razia kasih sim stnk photocopy pak polisi ajar beri contoh kepada bahwa asli photocopy kuat jadi barang bukti
UgzafVBjt72oebQfN0d4AaABAg,Positif,"Masyarakat ga memerlukan scan & tetek bengek  lain nya.
Yg kami perlukan menunjukkan ijazah aslinya..kapada publik ..terutama kpd Roy cs
.Gitu aja kok repot",masyarakat ga memerlukan scan tetek bengek lain nya. yg kami perlukan menunjukkan ijazah aslinya..kapada publik ..terutama kpd roy cs .gitu aja kok repot,masyarakat tidak perlu scan tetek bengek perlu tunjuk ijazah asli kapada publik utama kpd roy cs begitu repot
UgzboPiuXG4fKaVjPIp4AaABAg,Positif,"Logika akal sehat,,,jika ugm mengataka apa yg sbenarnya/se jln dgn apa yg d ktakan bung Roy brarti UGM ikut kna masalah,,cuma ini posisi keadaan udah bermasalah yg salah pun akan membela sendiri dgn ksalahan lain,,,ketika sudah berbohong akan menutupinya dgn kbohongan lainny.itu emg sudah penyakit org tukang bohong.","logika akal sehat,,,jika ugm mengataka apa yg sbenarnya se jln dgn apa yg d ktakan bung roy brarti ugm ikut kna masalah,,cuma ini posisi keadaan udah bermasalah yg salah pun akan membela sendiri dgn ksalahan lain,,,ketika sudah berbohong akan menutupinya dgn kbohongan lainny.itu emg sudah penyakit org tukang bohong.",logika akal sehat ugm kataka sbenarnya se jln ktakan bung roy brarti ugm ikut kna masalah hanya posisi ada masalah salah bela sendiri ksalahan bohong tutup kbohongan lainny memang sakit orang tukang bohong
Ugze5Kqk0_QCZ7Q5ipF4AaABAg,Positif,"U pihak ugm ati2 Allah maha tau , 
Masyarakat SDH pd cerdas  tau mana keterangan bohong dan yg bener","u pihak ugm ati2 allah maha tau , masyarakat sdh pd cerdas tau mana keterangan bohong dan yg bener",pihak ugm ati allah maha tahu masyarakat pd cerdas tahu mana terang bohong benar
UgzeDv89fULErvoeIYJ4AaABAg,Positif,Ya Allah hukum Jokowi ya Allah terlalu banyak masyarakat korban dgn kepalsuan nya,ya allah hukum jokowi ya allah terlalu banyak masyarakat korban dgn kepalsuan nya,allah hukum jokowi allah terlalu banyak masyarakat korban palsu
Ugze_Gj1lGkG_pWNgw94AaABAg,Positif,Ahkirnya tetap aneh rakyat dah gk percaya lagi sama jokowi.gk per krn pembandingnya gk bolehditunjukan ini aneh alias palsu namanya..rakyat muak.tetap saja pembohong.pemerintah kok diam aneh lagi.,ahkirnya tetap aneh rakyat dah gk percaya lagi sama jokowi.gk per krn pembandingnya gk bolehditunjukan ini aneh alias palsu namanya..rakyat muak.tetap saja pembohong.pemerintah kok diam aneh lagi.,ahkirnya tetap aneh rakyat tidak percaya jokowi tidak per banding tidak bolehditunjukan aneh alias palsu nama rakyat muak tetap bohong perintah diam aneh
UgzgBrddkDZR6uEnFnZ4AaABAg,Positif,"Kok sekelas UGM mau disamakan dengan UGM Universitas Geng Mulyono..
Mahasiswa aktif dan alumni kenapa banyak yang diam?
Apakah keluarga besar UGM tidak malu?",kok sekelas ugm mau disamakan dengan ugm universitas geng mulyono.. mahasiswa aktif dan alumni kenapa banyak yang diam? apakah keluarga besar ugm tidak malu?,kelas ugm mau sama ugm universitas geng mulyono mahasiswa aktif alumni kenapa banyak diam apakah keluarga ugm tidak malu
UgziJwJKOFBGzjKaZcN4AaABAg,Positif,Ijasah joko widodo asli  tapi milik orang lain bukan milik joko widodo 😊polisi  ternak mulyono,ijasah joko widodo asli tapi milik orang lain bukan milik joko widodo polisi ternak mulyono,ijazah joko widodo asli milik orang bukan milik joko widodo polisi ternak mulyono
UgzzgyJyyTchRfxpDY94AaABAg,Positif,Kalau ijazah jokowi asli ngapain cari  pengacara dan dibayar mahal2 uang dari mana itu?????,kalau ijazah jokowi asli ngapain cari pengacara dan dibayar mahal2 uang dari mana itu?????,kalau ijazah jokowi asli ngapain cari acara bayar mahal uang mana
Ugxq0ajt3AO-xzIOBvB4AaABAg,Positif,"Dari argumen smua ini ,pihak2 penjilat Jokowi kalah telak argumen nya....argumen dr pihak2 penjilat Jokowi memalukan sekali...bhkn sy mencurigai ahli digital forensik nambela itu juga penjilat Jokowi,,namun keahlian nya memalukan..memang Roy Suryo jg yg masuk akal/masuk logika..Roy Suryo best 👍👍👍👍👍👍👍","dari argumen smua ini ,pihak2 penjilat jokowi kalah telak argumen nya....argumen dr pihak2 penjilat jokowi memalukan sekali...bhkn sy mencurigai ahli digital forensik nambela itu juga penjilat jokowi,,namun keahlian nya memalukan..memang roy suryo jg yg masuk akal masuk logika..roy suryo best",argumen smua pihak jilat jokowi kalah telak argumen argumen pihak jilat jokowi malu bhkn curiga ahli digital forensik nambela jilat jokowi ahli malu memang roy suryo masuk akal masuk logika roy suryo best
UgyRxkntkZNRCXtWnFt4AaABAg,Positif,Bertmbah lagi dari Tukang Boong yg menunjukkan ijasah Palsu,bertmbah lagi dari tukang boong yg menunjukkan ijasah palsu,bertmbah tukang boong tunjuk ijazah palsu
Ugyit18AK0D2Stcsy714AaABAg,Positif,Justru Dengan berbelit Belit begini elu itu tambah terlihat hina elu Mulyono,justru dengan berbelit belit begini elu itu tambah terlihat hina elu mulyono,justru belit belit begini tambah lihat hina mulyono
UgyoyYsPQXJToNpEcKt4AaABAg,Positif,"Dari perilaku juga seluk beluk jokowi, saya tidak percaya ijazah jokowi asli","dari perilaku juga seluk beluk jokowi, saya tidak percaya ijazah jokowi asli",perilaku seluk beluk jokowi tidak percaya ijazah jokowi asli
UgzP24xE2rkAUcg5ao54AaABAg,Positif,"kl emang palsu ngaku aja sih ... mbulet muter2 penuh drama penipuan ..   buat apa coba??? ngaku aja dah selesai 
🙏🙏🙏",kl emang palsu ngaku aja sih ... mbulet muter2 penuh drama penipuan .. buat apa coba??? ngaku aja dah selesai,kalau memang palsu ngaku mbulet muter penuh drama tipu coba ngaku selesai
UgzRoCoRF9hA70uc4lJ4AaABAg,Positif,Ijazah yg ditunjukkan hasil jiplakan dr FotoCopy yg kemarin diamankan 😂😂😂... Termul mencoba membohongi publik niru junjungannya,ijazah yg ditunjukkan hasil jiplakan dr fotocopy yg kemarin diamankan ... termul mencoba membohongi publik niru junjungannya,ijazah tunjuk hasil jiplak fotocopy kemarin aman termul coba bohong publik niru junjung
Ugw-Z9UfItwLrgqCnSB4AaABAg,Positif,"ANDI AZWAN INI SUDAH SERING BERBOHONG DEMI MEMBELA IJAZAH PALSU, TAPI DIPANGGIL JUGA KE TV","andi azwan ini sudah sering berbohong demi membela ijazah palsu, tapi dipanggil juga ke tv",andi azwan bohong demi bela ijazah palsu panggil tv
